_id,feedback,orderID,feedback_text
64324a0e362c27c707fe2eb5,2,64316ada362c27c707fe20fd,The food had an acceptable level of spiciness.
64324a0e362c27c707fe2eb6,4,64316ada362c27c707fe20fe,"The restaurant had a great selection of vegetarian and vegan options, which catered to our dietary restrictions."
64324a0e362c27c707fe2eb7,1,64316ada362c27c707fe20ff,The restaurant had great specials and promotions that made our meal even more affordable.
64324a0e362c27c707fe2eb8,1,64316ada362c27c707fe2100,The food was delicious and exceeded our expectations.
64324a0e362c27c707fe2eb9,1,64316ada362c27c707fe2101,The restaurant had no online ordering available.
64324a0e362c27c707fe2eba,1,64316ada362c27c707fe2102,The food was not cooked evenly and some parts were overcooked while others were undercooked.
64324a0e362c27c707fe2ebb,3,64316ada362c27c707fe2103,"The food was perfectly portioned, and we didn't feel like we were overeating."
64324a0e362c27c707fe2ebc,5,64316ada362c27c707fe2104,The restaurant's location was dirty or unclean.
64324a0e362c27c707fe2ebd,3,64316ada362c27c707fe2105,The food had a reasonable portion size.
64324a0e362c27c707fe2ebe,1,64316ada362c27c707fe2106,The food had an acceptable level of seasoning.
64324a0e362c27c707fe2ebf,1,64316ada362c27c707fe2107,The food had an acceptable level of tenderness.
64324a0e362c27c707fe2ec0,1,64316ada362c27c707fe2108,The food was seasoned perfectly and was not too salty or too spicy.
64324a0e362c27c707fe2ec1,1,64316ada362c27c707fe2109,The restaurant's atmosphere was decent but not exceptional.
64324a0e362c27c707fe2ec2,1,64316ada362c27c707fe210a,The food had an acceptable level of seasoning and flavor.
64324a0e362c27c707fe2ec3,5,64316ada362c27c707fe210b,The restaurant had a decent selection of dishes to choose from.
64324a0e362c27c707fe2ec4,1,64316ada362c27c707fe210c,The food had an acceptable level of spiciness.
64324a0e362c27c707fe2ec5,5,64316ada362c27c707fe210d,The restaurant's atmosphere was uncomfortable and not welcoming.
64324a0e362c27c707fe2ec6,3,64316ada362c27c707fe210e,The food had an average level of freshness.
64324a0e362c27c707fe2ec7,2,64316ada362c27c707fe210f,The restaurant had a great rewards program that incentivized us to order again in the future.
64324a0e362c27c707fe2ec8,5,64316ada362c27c707fe2110,The restaurant had a long wait time for seating and service.
64324a0e362c27c707fe2ec9,4,64316ada362c27c707fe2111,"The food was delivered with a smile, which made our day even better."
64324a0e362c27c707fe2eca,4,64316ada362c27c707fe2112,The restaurant had a good variety of menu options.
64324a0e362c27c707fe2ecb,4,64316ada362c27c707fe2113,"The restaurant's website was easy to navigate, and it had all the information we needed."
64324a0e362c27c707fe2ecc,4,64316ada362c27c707fe2114,The food was not properly cooked and had a raw or undercooked taste.
64324a0e362c27c707fe2ecd,4,64316ada362c27c707fe2115,The restaurant's prices were not particularly high or low.
64324a0e362c27c707fe2ece,3,64316ada362c27c707fe2116,The restaurant had a great selection of dishes for different occasions and preferences.
64324a0e362c27c707fe2ecf,2,64316ada362c27c707fe2117,The restaurant's service was efficient but not overly friendly.
64324a0e362c27c707fe2ed0,4,64316ada362c27c707fe2118,The delivery driver was courteous and arrived within the estimated time frame.
64324a0e362c27c707fe2ed1,4,64316ada362c27c707fe2119,The restaurant's portions were too small and did not satisfy our hunger.
64324a0e362c27c707fe2ed2,2,64316ada362c27c707fe211a,"The restaurant had a great reputation for their delivery service, and they lived up to it."
64324a0e362c27c707fe2ed3,4,64316ada362c27c707fe211b,The restaurant's ordering process was confusing and disorganized.
64324a0e362c27c707fe2ed4,5,64316ada362c27c707fe211c,"The food was not cooked to our liking or specifications, despite our requests."
64324a0e362c27c707fe2ed5,4,64316ada362c27c707fe211d,The restaurant had a decent selection of non-alcoholic beverages to choose from.
64324a0e362c27c707fe2ed6,1,64316ada362c27c707fe211e,The food had an acceptable level of crunchiness.
64324a0e362c27c707fe2ed7,3,64316ada362c27c707fe211f,The food was well-prepared and tasted just like it would in the restaurant.
64324a0e362c27c707fe2ed8,2,64316ada362c27c707fe2120,"The food was cooked to perfection, and we enjoyed every bite."
64324a0e362c27c707fe2ed9,2,64316ada362c27c707fe2121,The food had an acceptable level of spiciness.
64324a0e362c27c707fe2eda,1,64316ada362c27c707fe2122,The food was not properly seasoned and lacked taste.
64324a0e362c27c707fe2edb,1,64316ada362c27c707fe2123,The restaurant's prices were competitive with other restaurants in the area.
64324a0e362c27c707fe2edc,1,64316ada362c27c707fe2124,"The restaurant provided updates on the status of our order, which was very helpful."
64324a0e362c27c707fe2edd,4,64316ada362c27c707fe2125,The food was not cooked evenly and some parts were overcooked while others were undercooked.
64324a0e362c27c707fe2ede,2,64316ada362c27c707fe2126,The restaurant's delivery driver was rude or unprofessional.
64324a0e362c27c707fe2edf,5,64316ada362c27c707fe2127,The food was not properly cooked and had a raw or undercooked taste.
64324a0e362c27c707fe2ee0,2,64316ada362c27c707fe2128,The restaurant's pricing was neither too expensive nor too cheap.
64324a0e362c27c707fe2ee1,5,64316ada362c27c707fe2129,The food was the perfect temperature and was not overcooked or undercooked.
64324a0e362c27c707fe2ee2,1,64316ada362c27c707fe212a,The food had an acceptable level of tenderness and texture.
64324a0e362c27c707fe2ee3,1,64316ada362c27c707fe212b,"The ordering process was straightforward, and we received our food on time."
64324a0e362c27c707fe2ee4,4,64316ada362c27c707fe212c,The restaurant had poor customer service and did not resolve our issue.
64324a0e362c27c707fe2ee5,2,64316ada362c27c707fe212d,The food had a reasonable portion size.
64324a0e362c27c707fe2ee6,1,64316ada362c27c707fe212e,The restaurant's prices were neither too expensive nor too cheap.
64324a0e362c27c707fe2ee7,4,64316ada362c27c707fe212f,The restaurant's delivery service was unreliable and our order arrived late.
64324a0e362c27c707fe2ee8,2,64316ada362c27c707fe2130,The restaurant's staff was unresponsive and did not attend to our needs.
64324a0e362c27c707fe2ee9,2,64316ada362c27c707fe2131,The restaurant's food was not presented well and looked unappealing.
64324a0e362c27c707fe2eea,2,64316ada362c27c707fe2132,The food was made with high-quality ingredients and was a great value for the price.
64324a0e362c27c707fe2eeb,3,64316ada362c27c707fe2133,The restaurant had a great selection of vegetarian options that were still filling and satisfying.
64324a0e362c27c707fe2eec,3,64316ada362c27c707fe2134,The restaurant's prices were inconsistent or not clearly advertised.
64324a0e362c27c707fe2eed,1,64316ada362c27c707fe2135,"The food was packaged well, and everything arrived intact."
64324a0e362c27c707fe2eee,2,64316ada362c27c707fe2136,The restaurant's staff was friendly and accommodating.
64324a0e362c27c707fe2eef,5,64316ada362c27c707fe2137,The restaurant's atmosphere was too loud or chaotic.
64324a0e362c27c707fe2ef0,5,64316ada362c27c707fe2138,The food had an acceptable level of doneness and temperature.
64324a0e362c27c707fe2ef1,1,64316ada362c27c707fe2139,The online ordering process allowed us to easily track our order status and delivery time.
64324a0e362c27c707fe2ef2,1,64316ada362c27c707fe213a,The restaurant's menu had a good balance of traditional and innovative dishes.
64324a0e362c27c707fe2ef3,3,64316ada362c27c707fe213b,The food was made with high-quality ingredients and was a great value for the price.
64324a0e362c27c707fe2ef4,4,64316ada362c27c707fe213c,The restaurant had a decent selection of toppings to choose from.
64324a0e362c27c707fe2ef5,2,64316ada362c27c707fe213d,The food was not properly labeled for allergies or dietary restrictions.
64324a0e362c27c707fe2ef6,1,64316ada362c27c707fe213e,"The food arrived hot and ready to eat, and it tasted even better than we had hoped."
64324a0e362c27c707fe2ef7,4,64316ada362c27c707fe213f,The restaurant had a decent selection of appetizers to choose from.
64324a0e362c27c707fe2ef8,4,64316ada362c27c707fe2140,The restaurant had a great reputation in the community and lived up to our expectations.
64324a0e362c27c707fe2ef9,3,64316ada362c27c707fe2141,The food had a strange texture and was difficult to chew or swallow.
64324a0e362c27c707fe2efa,3,64316ada362c27c707fe2142,"The restaurant's location was convenient, but nothing particularly noteworthy."
64324a0e362c27c707fe2efb,2,64316ada362c27c707fe2143,The food was undercooked and not safe to eat.
64324a0e362c27c707fe2efc,5,64316ada362c27c707fe2144,The restaurant did not have the ingredients to make the dish we wanted to order.
64324a0e362c27c707fe2efd,5,64316ada362c27c707fe2145,The restaurant had a great loyalty program that rewarded customers for their orders.
64324a0e362c27c707fe2efe,5,64316ada362c27c707fe2146,The food was too sour and not enjoyable to eat.
64324a0e362c27c707fe2eff,2,64316ada362c27c707fe2147,The restaurant got our order completely wrong.
64324a0e362c27c707fe2f00,5,64316ada362c27c707fe2148,The food was too cold or too hot and not at the proper temperature.
64324a0e362c27c707fe2f01,1,64316ada362c27c707fe2149,The restaurant had poor communication about our order status.
64324a0e362c27c707fe2f02,3,64316ada362c27c707fe214a,The restaurant had a decent selection of non-alcoholic beverages to choose from.
64324a0e362c27c707fe2f03,4,64316ada362c27c707fe214b,"The online ordering process was secure and easy to use, which made us feel confident in our purchase."
64324a0e362c27c707fe2f04,5,64316ada362c27c707fe214c,"The food had an acceptable portion size, neither too large nor too small."
64324a0e362c27c707fe2f05,5,64316ada362c27c707fe214d,The food had an acceptable level of doneness and temperature.
64324a0e362c27c707fe2f06,5,64316ada362c27c707fe214e,The food arrived cold and unappetizing.
64324a0e362c27c707fe2f07,3,64316ada362c27c707fe214f,The food had an acceptable level of texture.
64324a0e362c27c707fe2f08,2,64316ada362c27c707fe2150,The food was not properly cooked and had a raw or undercooked taste.
64324a0e362c27c707fe2f09,2,64316ada362c27c707fe2151,The food was stale and tasted old.
64324a0e362c27c707fe2f0a,1,64316ada362c27c707fe2152,The food was not what we ordered and was a completely different dish.
64324a0e362c27c707fe2f0b,4,64316ada362c27c707fe2153,The restaurant's service was efficient but not overly friendly.
64324a0e362c27c707fe2f0c,4,64316ada362c27c707fe2154,The restaurant's service was prompt but not exceptional.
64324a0e362c27c707fe2f0d,3,64316ada362c27c707fe2155,The food had a bad smell and was not appetizing.
64324a0e362c27c707fe2f0e,2,64316ada362c27c707fe2156,The food had an acceptable level of flavor and taste.
64324a0e362c27c707fe2f0f,2,64316ada362c27c707fe2157,The restaurant's menu had a variety of options to choose from.
64324a0e362c27c707fe2f10,4,64316ada362c27c707fe2158,The food had an acceptable level of tenderness.
64324a0e362c27c707fe2f11,3,64316ada362c27c707fe2159,The food was too chewy and tough to eat.
64324a0e362c27c707fe2f12,5,64316ada362c27c707fe215a,The restaurant had no seating available and was standing-room only.
64324a0e362c27c707fe2f13,4,64316ada362c27c707fe215b,The restaurant's menu was unclear and difficult to navigate.
64324a0e362c27c707fe2f14,1,64316ada362c27c707fe215c,The food had an acceptable level of tenderness and texture.
64324a0e362c27c707fe2f15,2,64316ada362c27c707fe215d,The restaurant's service was efficient but not overly friendly.
64324a0e362c27c707fe2f16,1,64316ada362c27c707fe215e,The food was neither too salty nor too sweet.
64324a0e362c27c707fe2f17,1,64316ada362c27c707fe215f,The food had a strange or unpleasant aftertaste.
64324a0e362c27c707fe2f18,1,64316ada362c27c707fe2160,"The food was delivered earlier than expected, which was a pleasant surprise."
64324a0e362c27c707fe2f19,3,64316ada362c27c707fe2161,"The restaurant's customer service was excellent, and they were very responsive to our questions and concerns."
64324a0e362c27c707fe2f1a,1,64316ada362c27c707fe2162,The restaurant's prices were not particularly high or low.
64324a0e362c27c707fe2f1b,2,64316ada362c27c707fe2163,The food was not properly packaged and spilled during transportation.
64324a0e362c27c707fe2f1c,5,64316ada362c27c707fe2164,"The ordering process was intuitive and easy to follow, even for first-time users."
64324a0e362c27c707fe2f1d,1,64316ada362c27c707fe2165,The restaurant had untrained staff who did not know how to handle customer complaints.
64324a0e362c27c707fe2f1e,4,64316ada362c27c707fe2166,The restaurant's location was inconvenient or difficult to access.
64324a0e362c27c707fe2f1f,4,64316ada362c27c707fe2167,The food had an acceptable level of spiciness and heat.
64324a0e362c27c707fe2f20,2,64316ada362c27c707fe2168,The food had an acceptable level of flavor and taste.
64324a0e362c27c707fe2f21,1,64316ada362c27c707fe2169,The restaurant's ambiance was comfortable but not outstanding.
64324a0e362c27c707fe2f22,1,64316ada362c27c707fe216a,The restaurant's menu had a good balance of classic and modern dishes.
64324a0e362c27c707fe2f23,5,64316ada362c27c707fe216b,The food was not properly seasoned and lacked taste.
64324a0e362c27c707fe2f24,1,64316ada362c27c707fe216c,The food had an acceptable level of texture.
64324a0e362c27c707fe2f25,1,64316ada362c27c707fe216d,The restaurant's service was prompt but not exceptional.
64324a0e362c27c707fe2f26,5,64316ada362c27c707fe216e,The restaurant had a good selection of vegetarian options.
64324a0e362c27c707fe2f27,1,64316ada362c27c707fe216f,The food had an acceptable level of seasoning.
64324a0e362c27c707fe2f28,3,64316ada362c27c707fe2170,The food had an acceptable level of seasoning.
64324a0e362c27c707fe2f29,5,64316ada362c27c707fe2171,The food had an acceptable level of juiciness.
64324a0e362c27c707fe2f2a,3,64316ada362c27c707fe2172,The food was too greasy and heavy.
64324a0e362c27c707fe2f2b,4,64316ada362c27c707fe2173,The food had a strange or unpleasant aftertaste.
64324a0e362c27c707fe2f2c,5,64316ada362c27c707fe2174,"The food was delivered earlier than expected, which was a pleasant surprise."
64324a0e362c27c707fe2f2d,3,64316ada362c27c707fe2175,The restaurant had a great selection of desserts that we couldn't resist ordering.
64324a0e362c27c707fe2f2e,1,64316ada362c27c707fe2176,"The online ordering process was a breeze, and we had no issues whatsoever."
64324a0e362c27c707fe2f2f,2,64316ada362c27c707fe2177,"The food arrived hot and fresh, and the delivery driver was friendly."
64324a0e362c27c707fe2f30,1,64316ada362c27c707fe2178,The food had an acceptable level of presentation.
64324a0e362c27c707fe2f31,4,64316ada362c27c707fe2179,The restaurant had no online ordering available.
64324a0e362c27c707fe2f32,3,64316ada362c27c707fe217a,The food had an acceptable level of seasoning and flavor.
64324a0e362c27c707fe2f33,5,64316ada362c27c707fe217b,"The delivery driver was friendly and accommodating, and he made sure our order was complete before leaving."
64324a0e362c27c707fe2f34,1,64316ada362c27c707fe217c,The food had an acceptable level of crispiness.
64324a0e362c27c707fe2f35,1,64316ada362c27c707fe217d,The food was cooked to an acceptable level of doneness.
64324a0e362c27c707fe2f36,3,64316ada362c27c707fe217e,The food had an acceptable level of chewiness.
64324a0e362c27c707fe2f37,5,64316ada362c27c707fe217f,The food was too cold and not enjoyable to eat.
64324a0e362c27c707fe2f38,4,64316ada362c27c707fe2180,The restaurant had a limited menu selection.
64324a0e362c27c707fe2f39,1,64316ada362c27c707fe2181,"The restaurant provided updates on the status of our order, which was very helpful."
64324a0e362c27c707fe2f3a,4,64316ada362c27c707fe2182,"The food was presented in an ordinary manner, but was still visually appealing."
64324a0e362c27c707fe2f3b,2,64316ada362c27c707fe2183,The food was cooked to an acceptable level of doneness.
64324a0e362c27c707fe2f3c,4,64316ada362c27c707fe2184,The restaurant had untrained staff who did not know how to handle customer complaints.
64324a0e362c27c707fe2f3d,3,64316ada362c27c707fe2185,The food was served at an appropriate temperature.
64324a0e362c27c707fe2f3e,5,64316ada362c27c707fe2186,The restaurant's waitstaff was unattentive and did not provide good service.
64324a0e362c27c707fe2f3f,2,64316ada362c27c707fe2187,The restaurant had a great selection of beverages that paired well with our meal.
64324a0e362c27c707fe2f40,3,64316ada362c27c707fe2188,The restaurant had a good variety of menu options.
64324a0e362c27c707fe2f41,4,64316ada362c27c707fe2189,The food was cooked to an acceptable level of doneness.
64324a0e362c27c707fe2f42,5,64316ada362c27c707fe218a,The restaurant's prices were not particularly expensive or cheap.
64324a0e362c27c707fe2f43,5,64316ada362c27c707fe218b,The food was served in an acceptable amount of time.
64324a0e362c27c707fe2f44,5,64316ada362c27c707fe218c,The food was not properly packaged and spilled during transportation.
64324a0e362c27c707fe2f45,5,64316ada362c27c707fe218d,"The food was delivered with all the necessary utensils and napkins, which was a nice touch."
64324a0e362c27c707fe2f46,5,64316ada362c27c707fe218e,The restaurant's location was neither too far nor too close.
64324a0e362c27c707fe2f47,2,64316ada362c27c707fe218f,The restaurant's service was efficient but not overly friendly.
64324a0e362c27c707fe2f48,2,64316ada362c27c707fe2190,The food had an acceptable level of appearance and presentation.
64324a0e362c27c707fe2f49,1,64316ada362c27c707fe2191,The restaurant had a rude and unprofessional staff.
64324a0e362c27c707fe2f4a,1,64316ada362c27c707fe2192,The food had an acceptable level of texture.
64324a0e362c27c707fe2f4b,4,64316ada362c27c707fe2193,"The food was delivered with a smile and a positive attitude, which made our day."
64324a0e362c27c707fe2f4c,1,64316ada362c27c707fe2194,The restaurant had a great selection of desserts that we couldn't resist ordering.
64324a0e362c27c707fe2f4d,4,64316ada362c27c707fe2195,The restaurant's location was in a decent area.
64324a0e362c27c707fe2f4e,2,64316ada362c27c707fe2196,The food had an acceptable level of moisture.
64324a0e362c27c707fe2f4f,4,64316ada362c27c707fe2197,The restaurant's prices were in line with other restaurants in the area.
64324a0e362c27c707fe2f50,2,64316ada362c27c707fe2198,The restaurant had a great selection of vegetarian options that were still filling and satisfying.
64324a0e362c27c707fe2f51,2,64316ada362c27c707fe2199,The food had a bad smell and was not appetizing.
64324a0e362c27c707fe2f52,3,64316ada362c27c707fe219a,The restaurant had a great selection of desserts that we couldn't resist ordering.
64324a0e362c27c707fe2f53,2,64316ada362c27c707fe219b,The food was not properly packaged and spilled during transportation.
64324a0e362c27c707fe2f54,3,64316ada362c27c707fe219c,The restaurant's menu options were limited and did not cater to our preferences.
64324a0e362c27c707fe2f55,1,64316ada362c27c707fe219d,"The food was presented in an ordinary manner, but was still visually appealing."
64324a0e362c27c707fe2f56,3,64316ada362c27c707fe219e,The restaurant's delivery service was unreliable and our order arrived late.
64324a0e362c27c707fe2f57,4,64316ada362c27c707fe219f,The food was overcooked and burnt.
64324a0e362c27c707fe2f58,3,64316ada362c27c707fe21a0,"The restaurant had a great selection of vegetarian and vegan options, which catered to our dietary restrictions."
64324a0e362c27c707fe2f59,2,64316ada362c27c707fe21a1,The restaurant's pricing was neither too expensive nor too cheap.
64324a0e362c27c707fe2f5a,3,64316ada362c27c707fe21a2,The restaurant had a great selection of healthy options that were still delicious.
64324a0e362c27c707fe2f5b,2,64316ada362c27c707fe21a3,The restaurant had limited seating and was overcrowded.
64324a0e362c27c707fe2f5c,1,64316ada362c27c707fe21a4,"The restaurant's staff was rude or unprofessional, leading to a negative experience."
64324a0e362c27c707fe2f5d,4,64316ada362c27c707fe21a5,The food had an average level of freshness.
64324a0e362c27c707fe2f5e,4,64316ada362c27c707fe21a6,The restaurant's menu was unclear and difficult to navigate.
64324a0e362c27c707fe2f5f,4,64316ada362c27c707fe21a7,The restaurant's menu had a good balance of classic and modern cuisine.
64324a0e362c27c707fe2f60,1,64316ada362c27c707fe21a8,The restaurant's menu had a good balance of meat and vegetarian options.
64324a0e362c27c707fe2f61,1,64316ada362c27c707fe21a9,"The food arrived hot and fresh, and the delivery driver was friendly."
64324a0e362c27c707fe2f62,4,64316ada362c27c707fe21aa,The restaurant's online ordering system was not user-friendly or efficient.
64324a0e362c27c707fe2f63,5,64316ada362c27c707fe21ab,The restaurant's staff was unresponsive and did not attend to our needs.
64324a0e362c27c707fe2f64,5,64316ada362c27c707fe21ac,The restaurant's atmosphere was uncomfortable and not welcoming.
64324a0e362c27c707fe2f65,5,64316ada362c27c707fe21ad,The restaurant's delivery service was unreliable and our order arrived late.
64324a0e362c27c707fe2f66,4,64316ada362c27c707fe21ae,The restaurant had a decent selection of non-alcoholic beverages to choose from.
64324a0e362c27c707fe2f67,1,64316ada362c27c707fe21af,"The food was delicious, and the portion sizes were generous."
64324a0e362c27c707fe2f68,4,64316ada362c27c707fe21b0,"The food was packaged well, and everything arrived intact."
64324a0e362c27c707fe2f69,2,64316ada362c27c707fe21b1,The restaurant's staff was unprofessional and lacked proper training.
64324a0e362c27c707fe2f6a,4,64316ada362c27c707fe21b2,"The restaurant provided plenty of options for dietary restrictions, which was greatly appreciated."
64324a0e362c27c707fe2f6b,1,64316ada362c27c707fe21b3,"The food was seasoned and cooked to perfection, and we couldn't have asked for more."
64324a0e362c27c707fe2f6c,2,64316ada362c27c707fe21b4,The restaurant's customer service was unhelpful and did not resolve our issues.
64324a0e362c27c707fe2f6d,2,64316ada362c27c707fe21b5,The food was not properly cooked and we were concerned about food poisoning.
64324a0e362c27c707fe2f6e,4,64316ada362c27c707fe21b6,The food was well-seasoned and had just the right amount of spice.
64324a0e362c27c707fe2f6f,2,64316ada362c27c707fe21b7,The restaurant had poor hygiene practices and we did not feel comfortable eating there.
64324a0e362c27c707fe2f70,4,64316ada362c27c707fe21b8,The food was delicious and exceeded our expectations.
64324a0e362c27c707fe2f71,5,64316ada362c27c707fe21b9,The restaurant's pricing was reasonable for the quality of the food.
64324a0e362c27c707fe2f72,3,64316ada362c27c707fe21ba,The restaurant's atmosphere was uncomfortable and not welcoming.
64324a0e362c27c707fe2f73,2,64316ada362c27c707fe21bb,The restaurant had poor lighting and we could not see our food clearly.
64324a0e362c27c707fe2f74,2,64316ada362c27c707fe21bc,The food was too expensive for the poor quality.
64324a0e362c27c707fe2f75,1,64316ada362c27c707fe21bd,The food was well-prepared and tasted just like it would in the restaurant.
64324a0e362c27c707fe2f76,1,64316ada362c27c707fe21be,The food was delicious and exceeded our expectations.
64324a0e362c27c707fe2f77,2,64316ada362c27c707fe21bf,The restaurant's prices were neither too expensive nor too cheap.
64324a0e362c27c707fe2f78,1,64316ada362c27c707fe21c0,The food was made with fresh ingredients and tasted incredibly flavorful.
64324a0e362c27c707fe2f79,2,64316ada362c27c707fe21c1,"The delivery driver was prompt and friendly, and he even offered to help carry our food inside."
64324a0e362c27c707fe2f7a,5,64316ada362c27c707fe21c2,The restaurant's pricing was neither too expensive nor too cheap.
64324a0e362c27c707fe2f7b,4,64316ada362c27c707fe21c3,"The delivery driver followed all necessary safety protocols, which was greatly appreciated."
64324a0e362c27c707fe2f7c,2,64316ada362c27c707fe21c4,The online ordering process was seamless and easy to use.
64324a0e362c27c707fe2f7d,4,64316ada362c27c707fe21c5,The restaurant's menu had a good variety of cuisines.
